simTime	Grav	Gmax	dvta	tgo_aim	UTAA_X	UTAA_Y	UTAA_Z	WOEA_X	WOEA_Y	WOEA_Z
0.298000	9.788991	13.558218	-140.625000	1.155483	0.057649	-0.120480	0.991040	0.000014	0.004897	0.055123
0.300000	9.788991	13.622116	-140.625000	1.151743	0.995141	0.098045	-0.009010	0.000014	0.004950	0.055440
0.302000	9.788991	13.686208	-140.625000	1.148010	0.995130	0.098154	-0.009065	0.000014	0.005003	0.055760
0.304000	9.788991	13.750494	-140.625000	1.144283	0.995120	0.098251	-0.009121	0.000015	0.005056	0.056082
0.306000	9.788991	13.814974	-140.625000	1.140562	0.995108	0.098365	-0.009176	0.000015	0.005110	0.056407
0.308000	9.788991	13.879647	-140.625000	1.136847	0.995097	0.098472	-0.009230	0.000015	0.005165	0.056733
0.310000	9.788992	13.944515	-140.625000	1.133139	0.995086	0.098581	-0.009286	0.000015	0.005219	0.057062
0.312000	9.788992	14.009577	-140.625000	1.129437	0.995074	0.098698	-0.009340	0.000016	0.005274	0.057394
0.314000	9.788992	14.074834	-140.625000	1.125740	0.995064	0.098789	-0.009394	0.000016	0.005330	0.057727
0.316000	9.788992	14.140285	-140.625000	1.122050	0.995053	0.098899	-0.009449	0.000016	0.005386	0.058063
0.318000	9.788992	14.205931	-140.625000	1.118366	0.995041	0.099009	-0.009506	0.000016	0.005442	0.058401
0.320000	9.788992	14.271772	-140.625000	1.114689	0.995030	0.099118	-0.009554	0.000017	0.005499	0.058742
0.322000	9.788992	14.337809	-140.625000	1.111017	0.995018	0.099231	-0.009616	0.000017	0.005556	0.059085
0.324000	9.788992	14.404040	-140.625000	1.107351	0.995007	0.099337	-0.009673	0.000017	0.005614	0.059430
0.326000	9.788992	14.470467	-140.625000	1.103692	0.994995	0.099450	-0.009725	0.000017	0.005672	0.059778
0.328000	9.788992	14.537089	-140.625000	1.100038	0.994983	0.099563	-0.009786	0.000018	0.005730	0.060129
0.330000	9.788992	14.603907	-140.625000	1.096391	0.994972	0.099670	-0.009835	0.000018	0.005789	0.060482
0.332000	9.788992	14.670920	-140.625000	1.092749	0.994959	0.099789	-0.009898	0.000018	0.005848	0.060837
0.334000	9.788992	14.738130	-140.625000	1.089114	0.994947	0.099906	-0.009948	0.000019	0.005908	0.061195
0.336000	9.788992	14.805535	-140.625000	1.085485	0.994936	0.100012	-0.009995	0.000019	0.005968	0.061556
0.338000	9.788992	14.873137	-140.625000	1.081861	0.994923	0.100131	-0.010062	0.000019	0.006029	0.061919
0.340000	9.788992	14.940935	-140.625000	1.078244	0.994911	0.100249	-0.010112	0.000019	0.006090	0.062285
0.342000	9.788992	15.008929	-140.625000	1.074633	0.994899	0.100366	-0.010162	0.000020	0.006152	0.062653
0.344000	9.788992	15.077120	-140.625000	1.071027	0.994886	0.100484	-0.010230	0.000020	0.006214	0.063025
0.346000	9.788992	15.145507	-140.625000	1.067428	0.994874	0.100596	-0.010277	0.000020	0.006277	0.063398
0.348000	9.788992	15.214092	-140.625000	1.063834	0.994862	0.100714	-0.010330	0.000021	0.006340	0.063775
0.350000	9.788992	15.282873	-140.625000	1.060247	0.994850	0.100828	-0.010385	0.000021	0.006403	0.064154
0.352000	9.788992	15.351851	-140.625000	1.056665	0.994836	0.100953	-0.010443	0.000021	0.006467	0.064537
0.354000	9.788992	15.421026	-140.625000	1.053089	0.994824	0.101073	-0.010495	0.000021	0.006532	0.064922
0.356000	9.788992	15.490398	-140.625000	1.049519	0.994811	0.101188	-0.010549	0.000022	0.006597	0.065309
0.358000	9.788992	15.559967	-140.625000	1.045955	0.994798	0.101314	-0.010613	0.000022	0.006662	0.065700
0.360000	9.788992	15.629734	-140.625000	1.042397	0.994785	0.101439	-0.010662	0.000022	0.006728	0.066094
0.362000	9.788992	15.699698	-140.625000	1.038845	0.994772	0.101560	-0.010712	0.000023	0.006795	0.066490
0.364000	9.788992	15.769860	-140.625000	1.035299	0.994758	0.101686	-0.010767	0.000023	0.006862	0.066890
0.366000	9.788992	15.840220	-140.625000	1.031758	0.994745	0.101807	-0.010827	0.000023	0.006929	0.067292
0.368000	9.788992	15.910777	-140.625000	1.028223	0.994732	0.101930	-0.010885	0.000024	0.006998	0.067698
0.370000	9.788992	15.981532	-140.625000	1.024694	0.994719	0.102051	-0.010938	0.000024	0.007066	0.068107
0.372000	9.788992	16.052485	-140.625000	1.021171	0.994705	0.102185	-0.010998	0.000024	0.007135	0.068518
0.374000	9.788992	16.123636	-150.000000	1.017654	0.994692	0.102304	-0.011048	0.000025	0.007205	0.068933
0.376000	9.788992	16.194985	-150.000000	1.014142	0.994678	0.102436	-0.011103	0.000025	0.007275	0.069351
0.378000	9.788992	16.266532	-150.000000	1.010636	0.994663	0.102572	-0.011160	0.000025	0.007346	0.069772
0.380000	9.788992	16.338278	-150.000000	1.007136	0.994650	0.102692	-0.011211	0.000026	0.007418	0.070196
0.382000	9.788992	16.410222	-150.000000	1.003642	0.994635	0.102828	-0.011274	0.000026	0.007490	0.070624
0.384000	9.788992	16.482364	-150.000000	1.000154	0.994622	0.102950	-0.011329	0.000026	0.007562	0.071055
0.386000	9.788993	16.554704	-150.000000	0.996671	0.994607	0.103086	-0.011385	0.000027	0.007635	0.071489
0.388000	9.788993	16.627243	-150.000000	0.993193	0.066733	-0.135247	0.988562	0.000027	0.007709	0.071927
0.390000	9.788993	16.699981	-150.000000	0.989722	0.994579	0.103349	-0.011494	0.000028	0.007783	0.072367
0.392000	9.788993	16.772917	140.625000	0.986256	0.994563	0.103493	-0.011549	0.000028	0.007858	0.072812
0.394000	9.788993	16.846052	140.625000	0.982796	0.994549	0.103618	-0.011602	0.000028	0.007933	0.073260
0.396000	9.788993	16.919386	140.625000	0.979342	0.994534	0.103763	-0.011660	0.000029	0.008010	0.073711
0.398000	9.788993	16.992918	140.625000	0.975893	0.994520	0.103888	-0.011715	0.000029	0.008086	0.074166
0.400000	9.788993	17.066650	140.625000	0.972450	0.994505	0.104029	-0.011770	0.000029	0.008164	0.074624
0.402000	9.788993	17.140580	140.625000	0.969012	0.994490	0.104167	-0.011828	0.000030	0.008242	0.075086
0.404000	9.788993	17.214709	140.625000	0.965580	0.994475	0.104301	-0.011879	0.000030	0.008320	0.075552
0.406000	9.788993	17.289037	140.625000	0.962154	0.994458	0.104451	-0.011939	0.000031	0.008399	0.076021
0.408000	9.788993	17.363564	131.250000	0.958733	0.994444	0.104585	-0.011998	0.000031	0.008479	0.076494
0.410000	9.788993	17.438291	131.250000	0.955318	0.994428	0.104726	-0.012049	0.000031	0.008560	0.076971
0.412000	9.788993	17.513216	131.250000	0.951908	0.994413	0.104865	-0.012115	0.000032	0.008641	0.077451
0.414000	9.788993	17.588340	131.250000	0.948504	0.994397	0.105007	-0.012162	0.000032	0.008723	0.077936
0.416000	9.788993	17.663664	131.250000	0.945106	0.994382	0.105147	-0.012226	0.000033	0.008805	0.078424
0.418000	9.788993	17.739186	131.250000	0.941713	0.994364	0.105305	-0.012279	0.000033	0.008889	0.078916
0.420000	9.788993	17.814908	131.250000	0.938325	0.994349	0.105446	-0.012336	0.000034	0.008973	0.079412
0.422000	9.788993	17.890829	131.250000	0.934943	0.994333	0.105590	-0.012394	0.000034	0.009057	0.079913
0.424000	9.788993	17.966949	131.250000	0.931567	0.994316	0.105735	-0.012451	0.000035	0.009143	0.080417
0.426000	9.788993	18.043268	131.250000	0.928196	0.994302	0.105863	-0.012507	0.000035	0.009229	0.080925
0.428000	9.788993	18.119787	131.250000	0.924830	0.994284	0.106030	-0.012563	0.000035	0.009315	0.081438
0.430000	9.788993	18.196505	131.250000	0.921470	0.994266	0.106187	-0.012615	0.000036	0.009403	0.081954
0.432000	9.788993	18.273422	131.250000	0.918116	0.994250	0.106335	-0.012675	0.000036	0.009491	0.082475
0.434000	9.788993	18.350538	131.250000	0.914767	0.994233	0.106481	-0.012732	0.000037	0.009580	0.083001
0.436000	9.788993	18.427854	131.250000	0.911423	0.994216	0.106637	-0.012788	0.000037	0.009670	0.083530
0.438000	9.788993	18.505368	131.250000	0.908085	0.994198	0.106792	-0.012846	0.000038	0.009760	0.084064
0.440000	9.788993	18.583082	131.250000	0.904752	0.994182	0.106942	-0.012902	0.000038	0.009852	0.084603
0.442000	9.788993	18.660995	131.250000	0.901425	0.994164	0.107102	-0.012951	0.000039	0.009944	0.085145
0.444000	9.788993	18.739108	131.250000	0.898103	0.994146	0.107262	-0.013014	0.000039	0.010037	0.085693
0.446000	9.788993	18.817419	131.250000	0.894786	0.994129	0.107410	-0.013073	0.000040	0.010130	0.086245
0.448000	9.788994	18.895930	131.250000	0.891475	0.994110	0.107573	-0.013139	0.000040	0.010225	0.086801
0.450000	9.788994	18.974639	131.250000	0.888169	0.994093	0.107731	-0.013192	0.000041	0.010320	0.087363
0.452000	9.788994	19.053548	131.250000	0.884868	0.994075	0.107889	-0.013241	0.000041	0.010416	0.087929
0.454000	9.788994	19.132656	131.250000	0.881573	0.994057	0.108044	-0.013305	0.000042	0.010513	0.088500
0.456000	9.788994	19.211963	131.250000	0.878283	0.994038	0.108210	-0.013364	0.000042	0.010611	0.089075
0.458000	9.788994	19.291468	131.250000	0.874999	0.994020	0.108372	-0.013419	0.000043	0.010709	0.089656
0.460000	9.788994	19.371173	131.250000	0.871719	0.994001	0.108533	-0.013483	0.000043	0.010809	0.090242
0.462000	9.788994	19.451077	131.250000	0.868445	0.993981	0.108708	-0.013539	0.000044	0.010909	0.090832
0.464000	9.788994	19.531179	131.250000	0.865177	0.993964	0.108859	-0.013597	0.000045	0.011010	0.091428
0.466000	9.788994	19.611480	131.250000	0.861913	0.993944	0.109033	-0.013655	0.000045	0.011113	0.092029
0.468000	9.788994	19.691980	131.250000	0.858655	0.993926	0.109195	-0.013714	0.000046	0.011216	0.092635
0.470000	9.788994	19.772679	131.250000	0.855402	0.993907	0.109361	-0.013773	0.000046	0.011320	0.093246
0.472000	9.788994	19.853576	131.250000	0.852155	0.993886	0.109539	-0.013831	0.000047	0.011424	0.093863
0.474000	9.788994	19.934671	131.250000	0.848912	0.993867	0.109710	-0.013893	0.000047	0.011530	0.094485
0.476000	9.788994	20.015965	131.250000	0.845675	0.993847	0.109881	-0.013948	0.000048	0.011637	0.095112
0.478000	9.788994	20.097458	131.250000	0.842443	0.993827	0.110056	-0.014009	0.000049	0.011745	0.095745
0.480000	9.788994	20.179149	131.250000	0.839216	0.993807	0.110228	-0.014064	0.000049	0.011853	0.096384
0.482000	9.788994	20.261038	140.625000	0.835995	0.993786	0.110407	-0.014127	0.000050	0.011963	0.097028
0.484000	9.788994	20.343125	131.250000	0.832778	0.993765	0.110586	-0.014181	0.000051	0.012074	0.097678
0.486000	9.788994	20.425410	131.250000	0.829567	0.993744	0.110766	-0.014247	0.000051	0.012185	0.098334
0.488000	9.788994	20.507893	131.250000	0.826361	0.993724	0.110940	-0.014304	0.000052	0.012298	0.098995
0.490000	9.788994	20.590574	131.250000	0.823160	0.993703	0.111119	-0.014365	0.000052	0.012412	0.099663
0.492000	9.788994	20.673453	131.250000	0.819964	0.993682	0.111302	-0.014416	0.000053	0.012527	0.100336
0.494000	9.788994	20.756529	131.250000	0.816774	0.993660	0.111489	-0.014486	0.000054	0.012643	0.101016
0.496000	9.788994	20.839803	131.250000	0.813588	0.993638	0.111674	-0.014547	0.000054	0.012759	0.101701
0.498000	9.788994	20.923274	140.625000	0.810408	0.993618	0.111852	-0.014601	0.000055	0.012877	0.102393
0.500000	9.788995	21.016092	131.250000	0.807232	0.993595	0.112046	-0.014661	0.000056	0.012996	0.103092
0.502000	9.788995	21.109557	131.250000	0.804062	0.993574	0.112226	-0.014726	0.000056	0.013117	0.103796
0.504000	9.788995	21.204759	131.250000	0.800897	0.993551	0.112420	-0.014791	0.000057	0.013238	0.104507
0.506000	9.788995	21.300287	131.250000	0.797737	0.993529	0.112605	-0.014847	0.000058	0.013360	0.105225
0.508000	9.788995	21.396141	131.250000	0.794582	0.993507	0.112793	-0.014906	0.000059	0.013484	0.105949
0.510000	9.788995	21.492322	131.250000	0.791431	0.993484	0.112989	-0.014962	0.000059	0.013609	0.106680
0.512000	9.788995	21.588830	131.250000	0.788286	0.993461	0.113182	-0.015030	0.000060	0.013735	0.107418
0.514000	9.788995	21.685666	131.250000	0.785146	0.993437	0.113383	-0.015090	0.000061	0.013862	0.108163
0.516000	9.788995	21.782832	131.250000	0.782010	0.993415	0.113569	-0.015155	0.000062	0.013990	0.108915
0.518000	9.788995	21.880327	131.250000	0.778880	0.993391	0.113769	-0.015217	0.000062	0.014120	0.109674
0.520000	9.788995	21.978153	131.250000	0.775754	0.993366	0.113977	-0.015276	0.000063	0.014251	0.110440
0.522000	9.788995	22.076310	131.250000	0.772633	0.993343	0.114171	-0.015336	0.000064	0.014383	0.111213
0.524000	9.788995	22.174798	131.250000	0.769517	0.993319	0.114371	-0.015405	0.000065	0.014516	0.111993
0.526000	9.788995	22.273620	131.250000	0.766406	0.993293	0.114584	-0.015457	0.000065	0.014651	0.112781
0.528000	9.788995	22.372775	131.250000	0.763300	0.993269	0.114786	-0.015525	0.000066	0.014787	0.113577
0.530000	9.788995	22.472264	131.250000	0.760199	0.993245	0.114983	-0.015589	0.000067	0.014924	0.114380
0.532000	9.788995	22.572087	131.250000	0.757103	0.993221	0.115183	-0.015649	0.000068	0.015062	0.115191
0.534000	9.788995	22.672247	131.250000	0.754011	0.993194	0.115408	-0.015707	0.000069	0.015202	0.116010
0.536000	9.788995	22.772743	131.250000	0.750925	0.993169	0.115615	-0.015777	0.000069	0.015344	0.116837
0.538000	9.788995	22.873576	131.250000	0.747843	0.993143	0.115832	-0.015836	0.000070	0.015486	0.117672
0.540000	9.788995	22.974746	131.250000	0.744766	0.993117	0.116044	-0.015903	0.000071	0.015631	0.118515
0.542000	9.788995	23.076256	131.250000	0.741694	0.993091	0.116253	-0.015961	0.000072	0.015776	0.119366
0.544000	9.788995	23.178104	131.250000	0.738626	0.993065	0.116470	-0.016030	0.000073	0.015923	0.120225
0.546000	9.788996	23.280293	140.625000	0.735564	0.993037	0.116697	-0.016098	0.000074	0.016072	0.121094
0.548000	9.788996	23.382822	131.250000	0.732506	0.993011	0.116913	-0.016162	0.000075	0.016222	0.121970
0.550000	9.788996	23.485693	131.250000	0.729453	0.992983	0.117135	-0.016231	0.000076	0.016373	0.122856
0.552000	9.788996	23.588907	131.250000	0.726405	0.992957	0.117353	-0.016281	0.000077	0.016526	0.123750
0.554000	9.788996	23.692463	131.250000	0.723362	0.992930	0.117573	-0.016350	0.000077	0.016681	0.124653
0.556000	9.788996	23.796363	131.250000	0.720323	0.992901	0.117805	-0.016415	0.000078	0.016837	0.125565
0.558000	9.788996	23.900607	131.250000	0.717289	0.992873	0.118032	-0.016485	0.000079	0.016995	0.126487
0.560000	9.788996	24.005197	131.250000	0.714260	0.992845	0.118260	-0.016549	0.000080	0.017154	0.127418
0.562000	9.788996	24.110132	-140.625000	0.711236	0.936835	-0.337676	0.091187	0.000081	0.017315	0.128358
0.564000	9.788996	24.215414	131.250000	0.708216	0.992787	0.118722	-0.016683	0.000082	0.017478	0.129308
0.566000	9.788996	24.321044	131.250000	0.705201	0.992758	0.118958	-0.016745	0.000083	0.017642	0.130267
0.568000	9.788996	24.427022	131.250000	0.702191	0.992729	0.119193	-0.016813	0.000084	0.017808	0.131237
0.570000	9.788996	24.533348	131.250000	0.699185	0.992698	0.119438	-0.016876	0.000085	0.017976	0.132216
0.572000	9.788996	24.640024	131.250000	0.696185	0.992668	0.119682	-0.016940	0.000086	0.018145	0.133206
0.574000	9.788996	24.747051	131.250000	0.693189	0.992638	0.119917	-0.017017	0.000087	0.018317	0.134205
0.576000	9.788996	24.854429	131.250000	0.690197	0.992608	0.120160	-0.017080	0.000089	0.018490	0.135216
0.578000	9.788996	24.962158	131.250000	0.687210	0.992608	0.120160	-0.017080	0.000090	0.018665	0.136236
0.580000	9.788996	25.070240	131.250000	0.684228	0.992546	0.120651	-0.017216	0.000091	0.018842	0.137268
0.582000	9.788996	25.178676	131.250000	0.681251	0.992514	0.120901	-0.017282	0.000092	0.019020	0.138310
0.584000	9.788996	25.287465	131.250000	0.678278	0.992483	0.121149	-0.017356	0.000093	0.019201	0.139363
0.586000	9.788996	25.396609	131.250000	0.675310	0.992451	0.121399	-0.017420	0.000094	0.019383	0.140428
0.588000	9.788997	25.506109	131.250000	0.672347	0.992418	0.121660	-0.017499	0.000095	0.019568	0.141504
0.590000	9.788997	25.615965	131.250000	0.669388	0.992385	0.121914	-0.017563	0.000096	0.019754	0.142591
0.592000	9.788997	25.726178	131.250000	0.666434	0.704507	0.704615	-0.084780	0.000098	0.019943	0.143690
0.594000	9.788997	25.836749	131.250000	0.663485	0.831113	0.555052	-0.034170	0.000099	0.020133	0.144801
0.596000	9.788997	25.947678	131.250000	0.660540	0.992285	0.122696	-0.017763	0.000100	0.020326	0.145923
0.598000	9.788997	26.058967	131.250000	0.657600	0.992252	0.122956	-0.017838	0.000101	0.020520	0.147058
0.600000	9.788997	26.170615	131.250000	0.654664	0.992217	0.123224	-0.017915	0.000102	0.020717	0.148206
0.602000	9.788997	26.282624	131.250000	0.651733	0.992182	0.123494	-0.017985	0.000104	0.020916	0.149366
0.604000	9.788997	26.394994	131.250000	0.648806	0.992147	0.123765	-0.018062	0.000105	0.021117	0.150538
0.606000	9.788997	26.507727	131.250000	0.645884	0.992147	0.123765	-0.018062	0.000106	0.021321	0.151724
0.608000	9.788997	26.620822	131.250000	0.642967	0.992147	0.123765	-0.018062	0.000108	0.021526	0.152922
0.610000	9.788997	26.734281	140.625000	0.640054	0.582397	-0.216111	-0.783651	0.000109	0.021734	0.154134
0.612000	9.788997	26.848105	140.625000	0.637146	0.582397	-0.216111	-0.783651	0.000110	0.021945	0.155360
0.614000	9.788997	26.962293	131.250000	0.634243	0.991967	0.125150	-0.018419	0.000112	0.022158	0.156599
0.616000	9.788997	27.076848	131.250000	0.631344	0.991930	0.125432	-0.018493	0.000113	0.022373	0.157852
0.618000	9.788997	27.191768	131.250000	0.628449	0.093107	-0.167665	0.981437	0.000114	0.022590	0.159119
0.620000	9.788997	27.307057	131.250000	0.625559	0.991854	0.126009	-0.018640	0.000116	0.022810	0.160401
0.622000	9.788997	27.422713	131.250000	0.622674	0.991854	0.126009	-0.018640	0.000117	0.023033	0.161697
0.624000	9.788997	27.538738	131.250000	0.619793	0.991854	0.126009	-0.018640	0.000119	0.023258	0.163008
0.626000	9.788998	27.655132	131.250000	0.616916	0.991854	0.126009	-0.018640	0.000120	0.023486	0.164334
0.628000	9.788998	27.771896	131.250000	0.614044	0.991854	0.126009	-0.018640	0.000121	0.023716	0.165675
0.630000	9.788998	27.889032	131.250000	0.611177	0.991854	0.126009	-0.018640	0.000123	0.023949	0.167032
0.632000	9.788998	28.006539	131.250000	0.608314	0.991617	0.127795	-0.019088	0.000125	0.024185	0.168404
0.634000	9.788998	28.124419	131.250000	0.605456	0.991577	0.128091	-0.019161	0.000126	0.024423	0.169792
0.636000	9.788998	28.242671	131.250000	0.602602	0.991577	0.128091	-0.019161	0.000128	0.024664	0.171197
0.638000	9.788998	28.361298	131.250000	0.599752	0.991577	0.128091	-0.019161	0.000129	0.024908	0.172618
0.640000	9.788998	28.480299	131.250000	0.596907	0.991577	0.128091	-0.019161	0.000131	0.025156	0.174056
0.642000	9.788998	28.599676	131.250000	0.594067	0.991577	0.128091	-0.019161	0.000132	0.025406	0.175511
0.644000	9.788998	28.719428	131.250000	0.591230	0.991577	0.128091	-0.019161	0.000134	0.025658	0.176983
0.646000	9.788998	28.839557	131.250000	0.588399	0.991577	0.128091	-0.019161	0.000136	0.025914	0.178473
0.648000	9.788998	28.960064	131.250000	0.585572	0.991577	0.128091	-0.019161	0.000137	0.026174	0.179980
0.650000	9.788998	29.080949	131.250000	0.582749	0.991577	0.128091	-0.019161	0.000139	0.026436	0.181506
0.652000	9.788998	29.202213	131.250000	0.579930	0.816403	0.566318	0.113001	0.000141	0.026701	0.183050
0.654000	9.788998	29.323857	-150.000000	0.577117	0.799557	0.594341	-0.086413	0.000143	0.026970	0.184613
0.656000	9.788998	29.445881	-140.625000	0.574307	0.767892	-0.358110	-0.531130	0.000144	0.027242	0.186195
0.658000	9.788998	29.568286	-140.625000	0.571502	0.713829	-0.660765	-0.232030	0.000146	0.027517	0.187797
0.660000	9.788999	29.691073	-140.625000	0.568701	0.713829	-0.660765	-0.232030	0.000148	0.027796	0.189418
0.662000	9.788999	29.814242	131.250000	0.565905	0.398493	-0.915007	0.062969	0.000150	0.028078	0.191059
0.664000	9.788999	29.937795	140.625000	0.563113	0.565071	-0.816046	0.121504	0.000152	0.028363	0.192720
0.666000	9.788999	30.061732	-150.000000	0.560326	0.170768	0.977760	0.121754	0.000154	0.028653	0.194402
0.668000	9.788999	30.186053	-140.625000	0.557542	0.614862	0.744813	0.259225	0.000156	0.028945	0.196105
0.670000	9.788999	30.310757	-140.625000	0.554764	0.709579	0.699603	0.083986	0.000158	0.029242	0.197829
0.672000	9.788999	30.435844	-140.625000	0.551989	0.709579	0.699603	0.083986	0.000160	0.029542	0.199575
0.674000	9.788999	30.561316	-140.625000	0.549219	0.709579	0.699603	0.083986	0.000162	0.029846	0.201343
0.676000	9.788999	30.687173	-140.625000	0.546454	0.709579	0.699603	0.083986	0.000164	0.030154	0.203133
0.678000	9.788999	30.813416	-140.625000	0.543692	0.709579	0.699603	0.083986	0.000166	0.030466	0.204945
0.680000	9.788999	30.940045	-140.625000	0.540936	0.709579	0.699603	0.083986	0.000168	0.030782	0.206781
0.682000	9.788999	31.067061	-140.625000	0.538183	0.709579	0.699603	0.083986	0.000170	0.031102	0.208640
0.684000	9.788999	31.194465	140.625000	0.535435	0.928517	0.370663	-0.021553	0.000172	0.031426	0.210523
0.686000	9.788999	31.322257	131.250000	0.532691	0.696438	0.698167	-0.165943	0.000174	0.031754	0.212431
0.688000	9.788999	31.450438	131.250000	0.529951	0.461965	-0.196784	0.864792	0.000177	0.032086	0.214363
0.690000	9.788999	31.579010	131.250000	0.527216	0.461965	-0.196784	0.864792	0.000179	0.032423	0.216320
0.692000	9.788999	31.707971	131.250000	0.524485	0.461965	-0.196784	0.864792	0.000181	0.032765	0.218303
0.694000	9.789000	31.837324	131.250000	0.521759	0.933302	0.359090	0.001299	0.000184	0.033110	0.220312
0.696000	9.789000	31.967068	131.250000	0.519037	0.863696	-0.495402	0.092769	0.000186	0.033461	0.222347
0.698000	9.789000	32.097205	131.250000	0.516319	0.912189	-0.404377	0.066256	0.000188	0.033816	0.224409
0.700000	9.789000	32.227735	131.250000	0.513605	0.890597	-0.445296	0.092462	0.000191	0.034176	0.226499
0.702000	9.789000	32.358659	131.250000	0.510896	0.904198	-0.424955	0.042893	0.000193	0.034540	0.228617
0.704000	9.789000	32.489977	140.625000	0.508191	0.906352	-0.414454	0.082183	0.000196	0.034910	0.230763
0.706000	9.789000	32.621690	-140.625000	0.505490	0.989755	0.141040	-0.022210	0.000198	0.035285	0.232938
0.708000	9.789000	32.753799	-140.625000	0.502793	0.989693	0.141457	-0.022309	0.000201	0.035664	0.235143
0.710000	9.789000	32.886304	-140.625000	0.500101	0.989632	0.141870	-0.022405	0.000204	0.036049	0.237378
0.712000	9.789000	33.019206	-140.625000	0.497413	0.989567	0.142310	-0.022495	0.000206	0.036440	0.239643
0.714000	9.789000	33.152506	-140.625000	0.494729	0.989503	0.142738	-0.022591	0.000209	0.036835	0.241940
0.716000	9.789000	33.286204	-140.625000	0.492050	0.880132	-0.451903	0.145436	0.000212	0.037236	0.244268
0.718000	9.789000	33.420300	-140.625000	0.489375	0.989370	0.143623	-0.022785	0.000215	0.037643	0.246629
0.720000	9.789000	33.554796	-140.625000	0.486704	0.989304	0.144062	-0.022896	0.000217	0.038056	0.249022
0.722000	9.789000	33.689691	-140.625000	0.484037	0.989236	0.144515	-0.022989	0.000220	0.038474	0.251449
0.724000	9.789001	33.824987	-140.625000	0.481375	0.989166	0.144974	-0.023087	0.000223	0.038898	0.253910
0.726000	9.789001	33.960684	-140.625000	0.478717	0.989096	0.145435	-0.023184	0.000226	0.039328	0.256406
0.728000	9.789001	34.096783	-140.625000	0.476063	0.989026	0.145895	-0.023284	0.000229	0.039765	0.258938
0.730000	9.789001	34.233284	-140.625000	0.473413	0.988955	0.146361	-0.023391	0.000232	0.040207	0.261506
0.732000	9.789001	34.370187	-140.625000	0.470767	0.988882	0.146835	-0.023496	0.000235	0.040656	0.264110
0.734000	9.789001	34.507494	-140.625000	0.468126	0.988808	0.147314	-0.023603	0.000239	0.041112	0.266752
0.736000	9.789001	34.645205	-140.625000	0.465489	0.988735	0.147791	-0.023699	0.000242	0.041574	0.269433
0.738000	9.789001	34.783320	-140.625000	0.462856	0.988658	0.148284	-0.023805	0.000245	0.042043	0.272152
0.740000	9.789001	34.921840	-140.625000	0.460228	0.988582	0.148775	-0.023909	0.000249	0.042519	0.274911
0.742000	9.789001	35.060766	-140.625000	0.457603	0.988509	0.149239	-0.024026	0.000252	0.043002	0.277711
0.744000	9.789001	35.200098	-140.625000	0.454983	0.988426	0.149773	-0.024120	0.000255	0.043492	0.280552
0.746000	9.789001	35.339837	-150.000000	0.452367	0.988347	0.150277	-0.024233	0.000259	0.043989	0.283435
0.748000	9.789001	35.479983	-140.625000	0.449755	0.988267	0.150784	-0.024347	0.000262	0.044494	0.286362
0.750000	9.789001	35.620536	-140.625000	0.447147	0.988185	0.151303	-0.024451	0.000266	0.045006	0.289332
0.752000	9.789001	35.761498	-140.625000	0.444544	0.988102	0.151827	-0.024567	0.000270	0.045526	0.292347
0.754000	9.789002	35.902869	-140.625000	0.441945	0.988019	0.152346	-0.024672	0.000273	0.046054	0.295407
0.756000	9.789002	36.044649	-140.625000	0.439350	0.987933	0.152886	-0.024791	0.000277	0.046590	0.298515
0.758000	9.789002	36.186839	-140.625000	0.436759	0.987847	0.153420	-0.024897	0.000281	0.047135	0.301669
0.760000	9.789002	36.329440	131.250000	0.434172	0.987760	0.153965	-0.025015	0.000285	0.047687	0.304873
0.762000	9.789002	36.472451	-140.625000	0.431589	0.987670	0.154519	-0.025125	0.000289	0.048249	0.308126
0.764000	9.789002	36.615875	-140.625000	0.429011	0.987580	0.155077	-0.025244	0.000293	0.048819	0.311429
0.766000	9.789002	36.759710	-140.625000	0.426437	0.119906	-0.188927	0.974643	0.000297	0.049398	0.314784
0.768000	9.789002	36.903957	-140.625000	0.423866	0.987397	0.156201	-0.025484	0.000301	0.049986	0.318192
0.770000	9.789002	37.048618	-140.625000	0.421301	0.987304	0.156769	-0.025599	0.000306	0.050584	0.321654
0.772000	9.789002	37.193692	-140.625000	0.418739	0.987208	0.157352	-0.025725	0.000310	0.051191	0.325170
0.774000	9.789002	37.339181	-140.625000	0.416181	0.987112	0.157932	-0.025844	0.000314	0.051807	0.328743
0.776000	9.789002	37.485084	-140.625000	0.413628	0.987013	0.158525	-0.025966	0.000319	0.052434	0.332373
0.778000	9.789002	37.631403	-140.625000	0.411078	0.986913	0.159130	-0.026089	0.000324	0.053071	0.336062
0.780000	9.789002	37.778138	-140.625000	0.408533	0.986812	0.159737	-0.026206	0.000328	0.053718	0.339811
0.782000	9.789003	37.925288	-140.625000	0.405992	0.986710	0.160343	-0.026334	0.000333	0.054376	0.343621
0.784000	9.789003	38.072856	-140.625000	0.403455	0.986605	0.160964	-0.026469	0.000338	0.055045	0.347493
0.786000	9.789003	38.220841	-140.625000	0.400923	0.986499	0.161594	-0.026584	0.000343	0.055725	0.351430
0.788000	9.789003	38.369243	-140.625000	0.398394	0.986392	0.162224	-0.026732	0.000348	0.056416	0.355432
0.790000	9.789003	38.518064	-140.625000	0.395869	0.986284	0.162856	-0.026848	0.000353	0.057118	0.359500
